record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
1106,S92000003,P,4,2,2,1,2,1,1,1,2,3,9,5,X,4
1134,S92000003,P,4,1,2,1,2,1,3,1,1,3,9,8,X,4
1148,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,3
1166,S92000003,P,1,1,5,2,2,1,2,1,2,3,8,2,X,3
1167,S92000003,P,4,2,4,4,2,1,3,1,8,3,7,4,X,4
1211,S92000003,P,4,2,2,1,1,1,1,1,2,4,X,X,X,4
1352,S92000003,P,0,2,4,1,2,1,3,1,1,3,4,9,X,2
1396,S92000003,P,2,2,4,1,2,1,3,1,2,3,9,5,X,3
1463,S92000003,P,2,1,5,1,2,1,2,1,1,3,6,6,X,2
1503,S92000003,P,0,1,2,1,2,1,1,1,2,3,9,5,X,4
1557,S92000003,P,0,2,3,1,2,2,1,1,1,3,4,8,X,2
1571,S92000003,P,2,1,3,1,2,1,1,1,2,3,5,5,X,2
1601,S92000003,C,X,2,2,1,1,2,1,3,1,4,X,X,X,X
1616,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,2
1627,S92000003,P,0,1,5,4,2,1,2,1,1,3,8,6,X,3
1651,S92000003,P,0,1,2,1,2,1,2,1,1,3,9,5,X,4
1660,S92000003,P,0,1,6,1,2,1,3,1,2,3,6,11,X,4
1692,S92000003,P,0,2,5,1,2,1,2,1,2,3,7,5,X,4
1711,S92000003,P,4,1,2,1,2,1,1,1,2,3,5,3,X,4
1715,S92000003,P,0,1,5,1,2,2,2,4,9,3,5,3,X,3
1717,S92000003,P,4,2,2,1,2,1,4,1,2,3,6,11,X,4
1719,S92000003,P,0,1,5,1,2,2,1,3,2,3,5,4,X,4
1747,S92000003,P,0,1,3,1,2,1,2,1,9,3,7,4,X,4
1755,S92000003,P,0,1,2,1,2,2,2,6,1,3,X,X,X,2
1758,S92000003,P,0,2,6,4,2,1,4,1,2,3,9,11,X,1
1762,S92000003,P,2,1,4,1,2,1,1,1,2,3,9,2,X,2
1796,S92000003,P,5,1,4,1,2,1,2,1,9,3,3,7,X,4
1822,S92000003,P,0,1,4,1,2,1,2,1,2,3,X,X,X,4
1833,S92000003,P,2,1,6,5,2,1,1,1,9,3,9,11,X,4
1936,S92000003,P,1,1,4,2,2,1,1,1,9,3,8,2,X,2
1942,S92000003,P,2,1,5,3,2,2,1,1,1,3,8,5,X,3
1977,S92000003,P,2,1,2,1,2,1,1,1,1,3,5,5,X,1
1982,S92000003,P,0,1,2,1,2,2,3,1,2,3,8,2,X,4
1992,S92000003,P,1,2,2,1,1,1,2,1,2,4,X,X,X,3
2012,S92000003,P,1,1,3,2,2,1,1,1,1,3,8,4,X,4
2023,S92000003,P,0,1,3,1,2,1,2,1,2,3,9,3,X,4
2024,S92000003,P,1,1,2,1,2,1,3,1,2,3,X,X,X,4
2026,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
2029,S92000003,P,3,1,2,1,2,1,1,1,9,3,X,X,X,4
2046,S92000003,P,2,2,2,1,2,1,1,1,1,3,6,5,X,3
2049,S92000003,P,1,1,6,2,2,1,2,1,1,3,3,9,X,2
2087,S92000003,P,4,2,3,1,2,1,2,1,2,3,6,13,X,4
2092,S92000003,P,0,1,3,1,2,2,2,1,1,3,5,3,X,2
2098,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,2
2155,S92000003,P,4,2,4,1,2,1,2,1,1,3,1,12,X,2
2280,S92000003,P,1,1,2,1,2,1,1,1,1,3,5,2,X,3
2281,S92000003,P,3,1,4,4,2,1,3,1,9,3,8,2,X,3
2283,S92000003,P,4,1,4,1,2,1,3,1,2,3,5,3,X,2
2302,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,3
2324,S92000003,P,1,2,2,2,2,1,1,1,1,3,7,4,X,3
2394,S92000003,P,0,2,4,1,2,1,3,1,2,3,9,4,X,4
2409,S92000003,P,1,2,2,1,2,1,1,1,2,3,2,10,X,3
2449,S92000003,P,0,1,6,4,2,1,2,1,2,3,3,12,X,2
2516,S92000003,P,2,1,3,1,2,2,3,1,2,3,4,2,X,4
2522,S92000003,P,2,1,3,1,2,1,2,1,1,3,8,3,X,4
2556,S92000003,P,0,1,2,1,2,1,3,1,1,3,9,4,X,4
2584,S92000003,P,4,2,4,1,2,1,2,1,1,3,9,12,X,4
2589,S92000003,P,2,1,5,1,2,1,1,1,1,3,X,X,X,4
2640,S92000003,P,4,1,2,1,2,1,1,1,9,3,7,4,X,4
2669,S92000003,P,0,1,3,1,2,1,2,1,1,3,5,8,X,4
2689,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,4
2692,S92000003,P,1,1,6,2,2,1,2,1,1,3,5,2,X,3
2713,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,4
2730,S92000003,P,4,1,3,1,2,1,1,1,1,3,9,3,X,4
2764,S92000003,P,4,1,2,1,2,1,1,1,1,3,5,2,X,4
2767,S92000003,P,1,1,6,2,2,1,1,1,2,3,2,3,X,1
2778,S92000003,P,4,2,5,4,2,1,1,1,9,3,7,4,X,4
2786,S92000003,P,1,1,2,1,2,1,1,1,1,3,8,2,X,4
2798,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,2
2823,S92000003,C,X,1,4,2,2,2,4,1,1,3,9,8,X,X
2826,S92000003,P,0,1,2,1,2,1,2,1,1,3,5,8,X,4
2834,S92000003,P,0,1,6,4,2,1,2,1,2,3,5,4,X,4
2862,S92000003,P,4,2,4,1,2,1,2,1,1,3,9,5,X,4
2879,S92000003,P,1,1,3,2,2,1,2,1,1,3,5,3,X,3
2880,S92000003,P,0,2,6,4,2,1,2,1,2,3,9,8,X,4
2881,S92000003,P,0,2,3,1,2,1,1,1,9,3,5,5,X,4
2921,S92000003,P,2,1,4,4,2,1,1,1,2,3,8,6,X,3
2941,S92000003,P,1,1,2,1,2,1,1,1,2,3,2,8,X,1
2968,S92000003,P,0,1,3,1,2,1,2,1,1,3,7,8,X,2
2970,S92000003,P,3,1,3,1,2,1,2,1,2,3,X,X,X,4
2994,S92000003,P,4,2,4,1,2,1,2,1,1,3,8,2,X,4
3006,S92000003,P,2,2,5,1,2,1,1,1,2,3,9,8,X,4
3007,S92000003,P,4,2,2,1,2,1,2,1,2,3,X,X,X,3
3055,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,4
3091,S92000003,P,0,2,4,1,2,1,2,1,2,3,7,12,X,2
3109,S92000003,P,2,2,5,5,2,1,2,1,2,3,6,11,X,3
3125,S92000003,P,0,1,6,1,2,1,1,1,1,3,9,8,X,4
3151,S92000003,P,1,2,4,2,2,1,1,1,1,3,6,13,X,1
3162,S92000003,P,0,1,5,4,2,1,3,1,1,3,9,6,X,4
3175,S92000003,P,2,1,5,1,2,1,3,1,2,3,5,2,X,3
3232,S92000003,P,4,1,5,4,2,1,3,1,1,3,8,3,X,4
3254,S92000003,P,2,1,3,1,2,1,3,1,1,3,4,9,X,2
3261,S92000003,P,4,1,2,1,2,1,1,1,1,3,9,6,X,4
3274,S92000003,P,1,1,2,1,2,1,1,1,2,3,8,4,X,4
3309,S92000003,P,1,1,2,1,2,1,2,1,1,3,9,8,X,4
3316,S92000003,P,4,2,3,1,2,2,1,1,2,3,7,4,X,4
3335,S92000003,P,2,1,3,1,2,1,1,1,1,3,9,2,X,4
3359,S92000003,P,1,1,2,1,2,1,2,1,1,3,X,X,X,2
3365,S92000003,P,3,1,3,1,2,1,1,1,1,3,5,3,X,3
3484,S92000003,P,2,1,6,1,2,1,4,1,1,3,9,8,X,2
3508,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,1
3517,S92000003,P,4,2,3,1,2,1,1,1,2,3,6,12,X,4
3519,S92000003,P,2,2,2,1,2,1,2,1,2,3,9,11,X,4
3576,S92000003,P,2,1,3,1,2,1,1,1,1,3,3,8,X,2
3584,S92000003,P,4,2,3,1,2,2,1,1,1,3,X,X,X,4
3613,S92000003,P,0,2,6,4,2,1,1,1,2,3,2,6,X,1
3642,S92000003,P,2,1,3,1,2,1,3,1,1,3,8,3,X,4
3647,S92000003,P,3,1,3,1,2,1,1,1,2,3,5,3,X,4
3673,S92000003,P,0,1,5,1,2,1,1,1,2,3,X,X,X,3
3707,S92000003,P,1,1,6,2,2,1,2,1,2,3,7,6,X,2
3708,S92000003,P,1,1,2,1,2,1,1,1,1,3,7,11,X,2
3893,S92000003,P,2,1,3,1,2,1,3,1,1,3,9,2,X,4
3899,S92000003,P,4,1,5,1,2,1,2,1,1,3,1,5,X,2
3931,S92000003,P,4,1,2,1,2,1,1,1,1,3,9,3,X,3
3934,S92000003,P,0,1,5,1,2,1,1,1,1,3,9,4,X,4
3949,S92000003,P,1,1,4,2,2,1,3,1,2,3,8,4,X,1
4021,S92000003,P,1,2,4,2,2,1,1,1,1,3,9,2,X,4
4104,S92000003,P,0,1,5,4,2,1,1,1,2,3,5,3,X,3
4105,S92000003,P,2,2,4,1,2,1,2,1,2,3,4,4,X,4
4166,S92000003,P,4,1,3,1,2,1,1,1,2,3,9,3,X,4
4182,S92000003,P,3,1,3,1,2,1,2,1,2,3,9,8,X,3
4186,S92000003,P,4,1,3,1,2,1,2,1,9,3,9,5,X,4
4216,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,2
4277,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,1
4294,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,2
4328,S92000003,P,1,1,2,1,2,1,2,1,1,3,5,3,X,3
4371,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,1
4376,S92000003,P,4,2,3,1,2,1,2,1,2,3,6,11,X,4
4414,S92000003,P,4,2,2,1,2,1,2,1,1,3,X,X,X,4
4430,S92000003,P,2,2,3,1,2,1,1,1,1,3,7,3,X,3
4431,S92000003,P,0,2,2,1,2,1,3,1,2,3,X,X,X,4
4522,S92000003,P,2,1,2,1,2,1,2,1,1,3,5,4,X,3
4532,S92000003,P,0,1,3,1,2,1,2,1,1,3,9,5,X,4
4540,S92000003,P,0,1,6,2,2,1,4,1,1,3,9,3,X,4
4588,S92000003,P,2,2,2,1,1,1,1,1,1,4,X,X,X,4
4627,S92000003,P,0,1,2,1,2,1,3,1,1,3,5,3,X,3
4636,S92000003,P,0,2,6,3,2,1,1,1,2,3,4,11,X,2
4658,S92000003,P,0,2,5,1,2,1,2,1,1,3,7,4,X,4
4672,S92000003,P,1,1,3,1,2,1,1,1,2,3,9,3,X,2
4685,S92000003,P,4,1,2,1,1,2,1,1,1,4,X,X,X,3
4708,S92000003,P,1,1,6,2,2,1,2,1,1,3,7,12,X,2
4723,S92000003,P,0,2,6,1,2,1,4,1,1,3,4,8,X,2
4732,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,4
4737,S92000003,P,0,1,3,1,2,2,3,4,2,3,5,3,X,3
4761,S92000003,P,1,1,6,2,2,1,1,1,2,3,5,2,X,3
4763,S92000003,P,4,2,3,1,2,1,1,1,2,3,X,X,X,4
4769,S92000003,P,1,1,2,1,2,1,1,1,2,3,9,4,X,4
4784,S92000003,P,4,2,3,1,2,1,2,1,2,3,7,4,X,4
4793,S92000003,P,1,1,6,3,2,1,2,1,2,3,5,3,X,3
4797,S92000003,P,1,1,2,1,2,1,3,1,2,3,X,X,X,4
4833,S92000003,P,2,1,2,1,2,1,2,1,1,3,9,4,X,4
4843,S92000003,P,0,1,3,1,2,1,1,1,1,3,8,5,X,3
4866,S92000003,P,0,2,2,1,2,1,2,1,2,3,6,13,X,4
4868,S92000003,P,0,2,2,1,2,1,2,1,1,3,7,4,X,4
4888,S92000003,P,4,1,2,1,2,1,1,1,2,3,7,4,X,4
4900,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,1
4970,S92000003,P,1,1,6,2,2,1,2,1,2,3,3,9,X,4
4972,S92000003,P,2,1,5,4,2,1,2,1,2,3,5,3,X,4
5020,S92000003,P,0,1,5,4,2,1,2,1,2,3,3,9,X,2
5089,S92000003,P,2,2,2,1,2,1,3,1,2,3,7,4,X,4
5095,S92000003,P,4,2,2,1,2,1,2,1,2,3,9,5,X,4
5102,S92000003,P,4,2,2,1,2,1,1,1,2,3,7,4,X,4
5116,S92000003,P,1,1,5,2,2,1,3,1,2,3,3,8,X,4
5131,S92000003,P,4,2,3,1,2,1,1,1,1,3,7,4,X,4
5272,S92000003,P,4,2,4,4,2,1,3,1,1,3,6,11,X,4
5278,S92000003,P,1,1,2,1,2,1,1,5,1,3,X,X,X,2
5312,S92000003,P,1,1,6,2,2,1,1,1,2,3,9,6,X,4
5344,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
5356,S92000003,P,2,1,3,1,2,1,2,1,1,3,9,4,X,4
5364,S92000003,P,1,2,5,2,2,1,1,1,2,3,4,7,X,3
5372,S92000003,P,2,2,4,1,2,1,2,1,2,3,3,11,X,2
5387,S92000003,P,1,2,2,1,2,1,1,1,9,3,X,X,X,1
5424,S92000003,P,4,1,2,1,2,1,3,1,1,3,9,11,X,4
5426,S92000003,P,1,1,6,2,2,1,2,1,2,3,5,2,X,3
5451,S92000003,P,1,1,4,1,2,1,3,1,9,3,9,6,X,4
5463,S92000003,P,5,2,3,2,2,2,2,2,6,3,X,X,X,4
5474,S92000003,P,4,1,2,1,1,1,3,1,2,4,X,X,X,3
5479,S92000003,P,4,1,5,1,2,1,1,1,2,3,7,2,X,4
5483,S92000003,P,4,1,3,1,2,1,1,1,2,3,X,X,X,4
5502,S92000003,P,4,1,2,1,2,1,2,1,2,3,9,8,X,2
5503,S92000003,P,1,2,2,1,2,1,1,1,2,3,7,4,X,4
5506,S92000003,P,4,1,2,1,2,1,1,1,2,3,9,4,X,4
5517,S92000003,P,4,2,4,1,2,1,3,1,2,3,7,4,X,4
5522,S92000003,P,2,2,3,1,2,1,2,1,2,3,9,5,X,4
5539,S92000003,P,0,1,3,1,2,1,3,1,1,3,5,8,X,3
5544,S92000003,P,0,2,3,1,2,1,1,1,1,3,9,8,X,4
5578,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,2
5581,S92000003,P,0,2,4,1,2,2,1,4,2,3,4,10,X,2
5647,S92000003,P,0,1,7,4,2,1,2,1,2,3,8,8,X,3
5744,S92000003,P,1,1,3,2,2,1,1,1,1,3,5,3,X,4
5754,S92000003,P,4,2,4,1,2,1,3,1,1,3,7,4,X,4
5756,S92000003,P,0,2,4,1,2,1,3,1,2,3,9,11,X,4
5768,S92000003,P,0,1,3,1,2,1,2,1,2,3,9,2,X,4
5842,S92000003,P,1,1,5,2,2,1,1,1,9,3,2,10,X,1
5931,S92000003,P,2,1,3,1,2,1,2,1,1,3,7,4,X,4
5949,S92000003,P,1,1,2,1,2,1,1,1,9,3,3,6,X,1
5976,S92000003,C,X,1,2,1,2,1,2,1,1,3,7,4,X,X
5984,S92000003,P,0,1,2,1,2,1,2,1,1,3,X,X,X,4
6021,S92000003,P,3,2,2,1,2,1,2,1,2,3,3,13,X,4
6024,S92000003,P,2,1,2,1,2,1,1,1,1,3,X,X,X,2
6062,S92000003,P,1,2,3,2,2,2,1,3,2,3,2,11,X,2
6132,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,4
6142,S92000003,P,2,1,4,4,2,1,1,1,1,3,8,8,X,2
6177,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,4
6268,S92000003,P,2,1,4,2,2,1,1,1,1,3,5,3,X,3
6287,S92000003,P,1,1,5,2,2,1,1,1,1,3,3,12,X,2
6303,S92000003,P,4,2,2,1,1,1,2,1,2,4,X,X,X,1
6304,S92000003,P,2,1,3,1,2,1,2,1,1,3,5,4,X,3
6355,S92000003,P,1,2,4,2,2,1,2,1,2,3,4,10,X,3
6425,S92000003,P,1,2,5,2,2,1,1,1,1,3,4,5,X,3
6488,S92000003,P,1,1,6,2,2,1,1,1,2,3,1,3,X,2
6505,S92000003,P,4,1,3,1,2,1,1,1,2,3,7,8,X,1
6507,S92000003,P,0,1,2,1,2,1,3,1,1,3,X,X,X,4
6522,S92000003,P,2,2,3,1,2,1,2,1,1,3,7,4,X,2
6527,S92000003,P,0,1,4,1,2,1,3,1,2,3,3,8,X,2
6541,S92000003,P,0,1,3,1,2,1,2,1,1,3,9,5,X,4
6561,S92000003,P,1,1,2,1,2,1,1,1,9,3,9,5,X,1
6563,S92000003,P,2,2,3,1,2,1,2,1,1,3,4,11,X,3
6590,S92000003,P,1,1,6,2,2,1,2,1,2,3,8,6,X,4
6675,S92000003,P,4,1,2,1,2,1,2,1,1,3,X,X,X,4
6729,S92000003,P,4,2,4,1,2,1,4,1,1,3,9,8,X,4
6788,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,4
6852,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,1
6863,S92000003,P,0,1,5,4,2,1,2,1,9,3,7,12,X,2
6881,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
6887,S92000003,P,0,1,3,1,2,1,1,1,2,3,4,4,X,2
6921,S92000003,P,0,1,3,1,2,1,1,1,2,3,5,3,X,4
6992,S92000003,P,1,2,6,2,2,1,1,1,2,3,4,4,X,2
7000,S92000003,P,0,2,5,1,2,1,2,1,2,3,8,2,X,4
7004,S92000003,P,0,1,2,1,2,1,2,1,1,3,9,2,X,4
7037,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,4
7058,S92000003,P,1,2,2,1,2,2,1,2,2,3,4,7,X,2
7084,S92000003,P,0,1,4,1,2,1,1,1,1,3,3,4,X,2
7085,S92000003,P,2,1,3,1,2,1,1,1,1,3,7,4,X,4
7164,S92000003,P,0,2,2,1,1,1,1,1,1,4,X,X,X,2
7179,S92000003,P,1,2,2,1,2,1,2,1,2,3,9,5,X,4
7219,S92000003,P,0,1,8,1,2,1,2,1,2,3,5,2,X,3
7233,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,2
7246,S92000003,P,2,2,4,1,2,1,1,1,1,3,6,9,X,1
7248,S92000003,P,0,1,4,1,2,1,1,1,2,3,8,3,X,3
7310,S92000003,P,0,1,3,1,2,1,1,1,2,3,5,4,X,4
7354,S92000003,P,4,1,2,1,2,1,1,1,2,3,3,4,X,4
7360,S92000003,P,0,1,6,1,2,1,1,1,2,3,4,10,X,2
7365,S92000003,P,4,1,2,1,1,2,1,4,1,4,X,X,X,2
7369,S92000003,P,4,2,2,1,2,1,2,1,1,3,7,4,X,4
7418,S92000003,P,5,2,2,1,2,1,1,1,2,3,7,4,X,3
7444,S92000003,P,1,1,3,1,2,1,1,1,1,3,7,4,X,3
7462,S92000003,P,4,1,3,1,2,1,2,1,1,3,5,4,X,4
7498,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,4
7533,S92000003,P,1,2,3,2,2,2,3,1,1,3,4,5,X,3
7557,S92000003,P,1,1,5,2,2,1,1,1,2,3,5,2,X,2
7586,S92000003,P,5,1,2,1,2,1,2,1,1,3,9,2,X,3
7602,S92000003,P,1,1,2,1,2,1,2,1,1,3,X,X,X,3
7643,S92000003,P,2,1,3,1,2,1,1,1,1,3,1,4,X,2
7653,S92000003,P,4,1,2,1,2,1,3,1,1,3,X,X,X,4
7657,S92000003,P,4,2,5,4,2,1,2,1,2,3,3,11,X,2
7721,S92000003,P,0,1,3,1,2,1,1,1,1,3,9,5,X,4
7741,S92000003,P,1,1,5,2,2,1,2,1,2,3,3,9,X,2
7875,S92000003,P,4,2,5,5,2,1,2,1,9,3,3,7,X,2
7919,S92000003,P,0,2,5,1,2,1,1,1,2,3,9,4,X,4
7988,S92000003,P,1,1,2,1,2,2,1,1,2,3,9,5,X,1
8001,S92000003,P,4,1,2,1,1,1,2,1,1,4,X,X,X,2
8052,S92000003,P,1,2,2,1,2,1,1,1,1,3,7,4,X,1
8156,S92000003,P,1,1,5,2,2,1,3,1,2,3,5,4,X,4
8160,S92000003,P,0,2,8,5,2,1,3,1,2,3,7,4,X,1
8167,S92000003,P,1,1,2,1,2,1,1,1,1,3,9,4,X,2
8205,S92000003,P,1,2,5,1,2,1,1,1,1,3,7,4,X,4
8233,S92000003,P,1,2,3,1,2,1,1,1,2,3,7,8,X,1
8236,S92000003,P,0,1,5,4,2,1,1,1,2,3,4,4,X,1
8238,S92000003,P,1,2,3,2,2,1,1,1,1,3,3,6,X,1
8266,S92000003,P,0,1,4,1,2,1,3,1,1,3,9,3,X,2
8285,S92000003,P,2,2,2,1,2,1,1,1,1,3,9,5,X,4
8286,S92000003,P,4,2,2,1,2,1,1,1,1,3,7,4,X,4
8301,S92000003,P,0,1,4,1,2,1,1,1,1,3,5,3,X,3
8360,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,4
8365,S92000003,P,4,1,4,3,2,1,1,1,1,3,5,2,X,2
8456,S92000003,P,4,2,2,1,2,1,2,1,2,3,4,8,X,2
8472,S92000003,P,0,2,2,1,2,1,2,1,1,3,7,4,X,4
8526,S92000003,P,0,1,6,5,2,1,2,1,2,3,5,3,X,3
8556,S92000003,P,1,2,3,1,2,2,3,1,2,3,X,X,X,3
8583,S92000003,P,4,1,3,1,2,1,1,1,1,3,9,6,X,4
8585,S92000003,P,4,2,4,1,2,1,4,1,2,3,X,X,X,4
8650,S92000003,P,1,1,3,1,2,1,1,1,1,3,5,6,X,3
8683,S92000003,P,4,1,2,1,2,1,2,1,2,3,X,X,X,2
8723,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,3
8763,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,1
8775,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,3
8860,S92000003,P,4,2,3,1,2,1,1,1,9,3,1,13,X,2
8862,S92000003,P,1,1,3,1,2,2,1,1,2,3,2,2,X,1
8981,S92000003,P,0,2,4,1,2,1,2,1,1,3,2,6,X,1
8987,S92000003,P,2,2,2,1,2,1,1,1,1,3,7,4,X,2
9000,S92000003,P,0,1,3,1,2,1,1,1,1,3,9,8,X,4
9017,S92000003,P,0,1,2,1,2,1,1,1,9,3,9,5,X,4
9023,S92000003,P,3,1,3,1,2,1,1,1,2,3,8,2,X,3
9035,S92000003,P,4,1,2,1,2,1,1,1,1,3,7,4,X,1
9042,S92000003,P,4,1,3,1,2,1,1,1,2,3,9,3,X,2
9046,S92000003,P,0,1,4,1,2,1,2,1,1,3,5,8,X,4
9049,S92000003,P,4,2,2,1,2,1,2,1,1,3,X,X,X,4
9059,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,4
9101,S92000003,P,1,1,5,2,2,1,3,6,7,3,3,9,X,3
9113,S92000003,P,0,1,3,3,2,2,2,4,6,3,7,13,X,4
9146,S92000003,P,4,2,4,1,2,1,2,1,1,3,6,11,X,4
9157,S92000003,P,2,1,4,1,2,1,1,1,1,3,3,6,X,1
9176,S92000003,P,4,2,3,1,2,1,2,1,1,3,6,10,X,4
9220,S92000003,P,2,2,3,1,2,1,1,1,2,3,2,1,X,4
9230,S92000003,P,4,1,5,1,2,1,1,1,2,3,5,3,X,4
9243,S92000003,P,0,1,3,1,2,1,3,1,2,3,5,3,X,3
9278,S92000003,P,5,1,6,1,2,1,3,1,1,3,8,2,X,4
9284,S92000003,P,1,1,4,4,2,1,2,1,2,3,3,4,X,1
9402,S92000003,P,2,2,5,1,2,1,3,1,1,3,X,X,X,4
9434,S92000003,P,1,1,3,1,2,1,2,1,2,3,9,6,X,1
9437,S92000003,P,2,2,2,1,2,1,3,1,1,3,X,X,X,4
9459,S92000003,P,2,2,2,1,2,1,1,1,1,3,X,X,X,3
9469,S92000003,P,1,2,5,2,2,1,3,1,1,3,9,2,X,4
9500,S92000003,P,2,1,2,1,2,1,1,1,2,3,7,5,X,2
9539,S92000003,P,0,1,4,1,2,1,1,1,2,3,5,3,X,3
9551,S92000003,P,1,1,2,1,1,1,1,1,2,4,X,X,X,1
9562,S92000003,P,0,1,4,4,2,1,3,1,1,3,5,2,X,4
9580,S92000003,P,2,2,4,1,2,1,2,1,1,3,9,5,X,4
9619,S92000003,P,1,1,2,1,2,1,1,1,2,3,9,2,X,4
9662,S92000003,P,0,1,2,1,2,1,4,1,8,3,9,2,X,4
9675,S92000003,P,1,2,4,2,2,1,1,1,1,3,4,8,X,2
9687,S92000003,P,0,2,2,1,2,1,1,1,1,3,X,X,X,4
9696,S92000003,P,0,1,5,4,2,1,2,1,2,3,1,7,X,1
9705,S92000003,P,0,1,5,1,2,1,3,1,1,3,X,X,X,4
9720,S92000003,P,4,2,4,1,2,1,1,1,2,3,7,4,X,4
9726,S92000003,P,4,2,3,1,2,1,2,1,1,3,9,5,X,4
9822,S92000003,P,1,1,6,2,2,1,1,1,2,3,6,11,X,2
9843,S92000003,P,1,1,2,1,2,1,1,1,1,3,7,4,X,2
9877,S92000003,P,0,2,3,1,2,1,4,1,1,3,X,X,X,4
